#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:03Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:04Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:05Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:06Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:07Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:08Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:09Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:10Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:11Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:12Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:13Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:14Z,1001.93,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:15Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:16Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:17Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:18Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:19Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:20Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:21Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:22Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:23Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:24Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:25Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:26Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:27Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:28Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:29Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:30Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:32Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:33Z,1001.92,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:34Z,1001.93,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:35Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:36Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:37Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:38Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:39Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:40Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:41Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:42Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:43Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:44Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:45Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:46Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:47Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:48Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:49Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:50Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:51Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:52Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:53Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:54Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:55Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:56Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:57Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:58Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:43:59Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:00Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:01Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:02Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:03Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:04Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:05Z,1001.98,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:06Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:07Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:08Z,1001.98,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:09Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:10Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:11Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:12Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:14Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:15Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:16Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:17Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:18Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:19Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:20Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:21Z,1001.98,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:22Z,1001.98,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:23Z,1001.98,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:24Z,1001.98,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:25Z,1002,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:26Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:27Z,1002,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:28Z,1002,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:29Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:30Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:31Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:32Z,1001.98,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:33Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:36Z,1001.9866666666667,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:37Z,1002,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:38Z,1001.98,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:39Z,1002.01,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:40Z,1002.01,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:43Z,1001.9900000000001,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:44Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:45Z,1002,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:46Z,1001.98,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:47Z,1001.97,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:48Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:49Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:50Z,1001.95,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:51Z,1001.96,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:52Z,1001.93,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:53Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:54Z,1001.93,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:55Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:57Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:58Z,1001.94,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:44:59Z,1001.93,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:00Z,1001.91,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:01Z,1001.93,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:02Z,1001.91,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:03Z,1001.92,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:04Z,1002.01,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:05Z,1001.99,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:06Z,1002.01,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:07Z,1002.02,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:08Z,1002.05,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:09Z,1002.11,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:10Z,1002.14,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:11Z,1002.18,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:12Z,1002.23,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:13Z,1002.21,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:14Z,1002.22,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:15Z,1002.25,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:16Z,1002.3,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:17Z,1002.29,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:18Z,1002.33,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:19Z,1002.34,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:20Z,1002.32,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:21Z,1002.35,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:22Z,1002.38,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:23Z,1002.43,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:24Z,1002.44,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:25Z,1002.45,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:26Z,1002.49,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:27Z,1002.55,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:28Z,1002.56,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:29Z,1002.54,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:30Z,1002.55,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:31Z,1002.6,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:32Z,1002.61,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:33Z,1002.62,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:34Z,1002.6,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:35Z,1002.61,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:36Z,1002.65,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:37Z,1002.67,value,pressure
,,0,2024-12-17T20:38:49.420672Z,2024-12-17T20:53:49.420672Z,2024-12-17T20:45:39Z,1002.67,value,pressure
